latitude,longitude,month,rainfall_mm,humidity_pct,temperature_c,wind_speed_kmh,elevation_m,slope_degree,soil_type,river_proximity_km,ndvi,risk_label
6.925,79.85,2023-09,546.9,95.1,26.0,19.5,24.7,3.2,clay,2.29,0.61,Flood
7.125,80.35,2024-07,323.5,94.4,25.2,15.9,158.1,30.1,loam,9.82,0.77,Landslide
6.925,80.25,2025-03,163.9,98.9,25.7,10.7,228.8,33.0,sandy,15.0,0.74,Landslide
6.925,79.85,2023-09,567.4,94.9,26.0,19.4,24.7,3.2,clay,2.29,0.61,Flood
7.125,80.15,2025-04,274.4,97.7,25.9,12.9,153.9,18.9,loam,2.99,0.76,Landslide
6.975,80.1,2023-05,233.9,96.1,26.5,13.2,59.2,7.7,sandy,12.17,0.69,Warning
7.025,79.9,2024-02,43.4,91.8,27.6,17.6,21.7,7.3,loam,6.0,0.47,No Risk
7.05,80.2,2024-02,34.2,93.7,26.0,15.4,99.8,17.4,sandy,5.55,0.5,No Risk
7.025,79.85,2023-05,233.6,95.9,27.4,17.4,24.8,3.0,clay,10.01,0.6,Warning
7.025,80.15,2024-01,200.0,95.7,25.8,11.7,108.4,8.3,loam,10.01,0.76,Warning
7.1,80.05,2024-02,27.6,91.4,28.1,16.6,41.6,6.9,loam,2.22,0.46,No Risk
7.025,79.9,2024-02,43.2,91.6,27.6,17.6,21.7,7.3,loam,6.0,0.47,No Risk
6.975,80.025,2025-04,289.0,98.0,26.4,12.4,70.2,12.1,sandy,6.33,0.72,Warning
7.125,80.375,2024-08,342.0,94.1,24.9,16.8,175.1,24.7,sandy,11.88,0.82,Landslide
7.1,80.175,2023-08,94.1,94.5,26.3,17.6,146.2,35.3,loam,2.78,0.82,Landslide
7.0,79.85,2025-02,47.3,92.0,27.4,15.4,13.7,1.6,loam,7.85,0.46,Warning
6.95,80.15,2023-09,608.4,96.8,25.0,16.9,110.9,14.4,sandy,15.0,0.69,Warning
7.025,80.3,2023-10,687.8,97.6,24.7,12.1,203.1,17.9,loam,13.87,0.8,Landslide
7.05,80.275,2023-03,186.9,96.7,25.5,10.7,201.8,19.8,loam,10.01,0.77,Landslide
6.9,79.975,2023-12,449.5,98.6,25.7,12.9,23.2,3.9,loam,10.01,0.68,Warning
7.125,80.15,2024-02,19.0,91.9,27.3,16.5,153.9,18.9,loam,2.99,0.58,No Risk
7.025,79.875,2024-08,309.0,92.7,26.7,19.6,22.2,5.8,clay,7.89,0.6,Warning
7.0,79.95,2024-09,359.1,96.3,26.6,17.9,31.8,5.9,clay,1.11,0.61,Flood
6.925,79.9,2024-04,181.6,96.0,28.3,14.4,11.6,0.4,clay,2.78,0.58,Flood
7.075,80.075,2024-04,223.9,98.3,28.1,12.4,71.6,10.1,clay,2.83,0.69,Warning
7.075,80.05,2024-01,192.4,94.4,26.1,13.7,38.7,7.9,clay,0.55,0.64,Flood
7.125,80.025,2024-02,29.3,91.1,28.1,17.2,86.7,12.3,loam,5.71,0.53,No Risk
6.975,79.975,2023-04,173.1,97.8,26.9,12.1,17.0,0.8,loam,3.24,0.51,Flood
6.975,80.35,2023-02,114.5,95.3,23.9,9.3,187.8,28.4,loam,15.0,0.81,Landslide
6.975,80.225,2024-12,155.3,97.8,25.3,12.2,118.1,16.4,sandy,14.15,0.81,Landslide
7.0,80.25,2025-05,375.1,98.9,25.6,12.2,127.9,31.1,loam,12.41,0.81,Landslide
7.075,79.95,2023-05,233.4,96.4,27.0,15.1,17.2,0.3,loam,7.55,0.61,Warning
7.1,80.3,2024-11,625.7,98.2,24.0,11.4,227.7,27.9,loam,8.0,0.84,Landslide
7.025,79.925,2024-02,43.5,91.7,27.6,17.6,7.6,1.0,clay,4.77,0.42,No Risk
7.025,80.075,2023-05,234.7,97.2,26.7,13.8,77.9,17.8,loam,6.71,0.67,Landslide
7.0,80.325,2025-04,277.1,98.9,24.6,11.0,237.4,27.0,sandy,15.0,0.81,Landslide
7.025,80.25,2023-08,174.7,93.3,26.0,15.2,95.1,18.9,sandy,10.01,0.72,Landslide
6.925,79.875,2024-06,361.3,93.5,27.1,21.4,16.7,1.3,loam,0.78,0.55,Flood
7.1,79.975,2024-08,263.9,95.8,26.4,17.1,4.1,2.0,clay,7.47,0.59,Warning
6.925,80.025,2023-07,296.9,97.1,26.0,16.8,52.5,3.1,clay,11.02,0.68,Warning
7.125,80.025,2025-02,43.3,95.2,27.0,15.7,86.7,12.3,loam,5.71,0.55,No Risk
7.1,80.275,2024-02,25.2,94.3,27.5,14.2,138.0,32.2,loam,6.0,0.59,No Risk
7.125,80.225,2025-02,42.5,96.6,25.1,13.6,101.5,18.6,clay,0.78,0.59,No Risk
7.05,80.2,2024-02,33.6,93.5,26.0,15.4,99.8,17.4,sandy,5.55,0.5,No Risk
6.925,79.95,2023-03,185.9,98.2,26.2,11.0,7.2,0.3,clay,6.21,0.54,Warning
7.0,79.925,2023-06,370.5,94.9,27.0,19.9,3.0,2.2,clay,2.29,0.54,Flood
7.125,79.925,2024-09,309.9,96.3,26.6,18.2,3.0,1.9,clay,13.44,0.55,Warning
7.15,80.0,2024-01,168.3,94.2,26.1,14.5,84.9,11.8,sandy,9.55,0.76,Warning
7.125,79.925,2023-03,160.5,95.9,26.6,12.5,3.0,1.9,clay,13.44,0.54,Warning
7.075,79.95,2023-12,386.0,97.9,25.8,14.1,17.2,0.3,loam,7.55,0.6,Warning
7.0,80.225,2024-08,391.2,95.2,25.8,15.0,93.3,10.0,sandy,11.44,0.77,Warning
6.9,80.175,2024-02,38.8,96.2,27.1,12.7,105.0,17.4,loam,15.0,0.61,No Risk
6.975,79.975,2023-03,154.8,97.6,26.3,11.5,17.0,0.8,loam,3.24,0.57,Flood
6.9,80.3,2025-04,378.4,99.0,24.5,10.6,186.2,18.2,sandy,15.0,0.75,Landslide
6.95,80.275,2024-02,42.4,94.4,26.6,12.2,186.9,15.9,sandy,15.0,0.68,No Risk
7.075,79.875,2024-02,41.8,91.4,27.7,17.9,9.5,1.1,clay,12.18,0.47,No Risk
7.05,80.225,2024-02,34.9,93.8,27.2,15.4,90.0,17.9,sandy,6.21,0.59,No Risk
6.975,80.375,2025-03,186.2,98.3,21.1,9.0,153.1,24.6,sandy,15.0,0.75,Landslide
7.1,80.075,2024-01,192.4,94.4,26.1,13.7,92.3,13.0,clay,0.55,0.78,Warning
6.925,79.875,2023-08,137.3,92.7,27.0,19.6,16.7,1.3,loam,0.78,0.56,Flood
7.0,80.325,2024-09,377.7,96.0,24.5,13.2,237.4,27.0,sandy,15.0,0.8,Landslide
6.925,80.375,2024-01,345.7,94.6,25.5,9.5,164.7,30.7,loam,15.0,0.77,Landslide
6.925,79.85,2025-01,282.7,94.9,25.6,14.2,24.7,3.2,clay,2.29,0.62,Flood
6.95,79.9,2024-07,314.4,93.5,27.2,19.1,20.5,4.8,loam,0.0,0.62,Flood
6.925,79.85,2023-05,234.0,94.8,27.2,16.7,24.7,3.2,clay,2.29,0.63,Flood
6.925,80.175,2023-10,693.8,97.0,25.1,12.6,65.1,18.1,loam,15.0,0.68,Landslide
6.925,79.925,2025-04,177.0,95.0,27.4,13.3,31.7,5.7,loam,3.92,0.6,Warning
7.05,79.975,2024-11,437.4,99.1,25.4,12.9,7.1,1.2,clay,3.72,0.58,Warning
7.05,79.875,2024-02,42.3,91.2,27.7,17.8,22.2,6.6,clay,9.88,0.45,No Risk
6.975,79.875,2023-09,545.4,95.2,26.0,19.9,28.7,5.1,sandy,3.92,0.56,Warning
7.1,79.875,2024-12,112.9,95.0,26.2,15.2,24.4,3.5,clay,14.57,0.61,Warning
6.9,80.15,2023-04,199.7,97.4,26.5,11.4,132.2,24.6,loam,15.0,0.79,Landslide
6.95,80.05,2023-04,197.0,98.1,26.5,11.0,79.7,18.7,loam,10.23,0.7,Landslide
7.05,80.125,2023-01,139.2,90.5,24.9,15.9,34.8,4.8,clay,7.47,0.58,Warning
7.025,79.95,2024-09,353.0,96.0,26.6,17.7,14.2,1.5,clay,2.99,0.65,Flood
7.05,80.2,2024-05,755.8,97.2,25.4,15.4,99.8,17.4,sandy,5.55,0.73,Landslide
7.075,80.275,2024-12,148.6,97.6,25.0,11.2,201.6,18.5,loam,7.89,0.83,Landslide
6.925,79.9,2023-06,379.3,94.7,27.0,19.5,11.6,0.4,clay,2.78,0.6,Flood
7.0,80.0,2024-11,426.5,98.9,25.4,12.7,74.6,6.2,clay,2.48,0.69,Warning
7.0,80.1,2025-03,173.9,98.4,26.1,12.1,29.7,6.4,loam,10.47,0.62,Warning
6.9,80.325,2023-11,774.5,97.8,24.0,9.8,190.9,31.7,sandy,15.0,0.78,Landslide
6.975,80.175,2025-04,314.4,97.9,25.8,11.7,78.0,16.1,sandy,14.15,0.68,Landslide
7.0,80.1,2024-09,355.8,97.3,25.9,16.4,29.7,6.4,loam,10.47,0.65,Warning
7.025,79.85,2024-02,43.2,91.7,27.7,17.6,24.8,3.0,clay,10.01,0.49,No Risk
7.05,80.325,2024-02,25.5,94.2,26.8,14.3,217.1,18.9,sandy,13.79,0.66,No Risk
7.125,80.175,2023-03,147.9,95.8,26.2,12.9,116.2,10.0,loam,3.92,0.78,Warning
7.0,79.95,2025-05,258.8,96.9,27.2,15.9,31.8,5.9,clay,1.11,0.64,Flood
7.05,79.925,2025-04,221.9,96.0,27.0,14.7,35.5,6.6,clay,6.77,0.62,Warning
6.925,80.2,2023-04,173.9,96.5,26.5,11.0,95.2,12.3,loam,15.0,0.74,Warning
7.05,80.05,2025-04,257.3,98.1,26.5,12.6,22.4,3.7,loam,3.33,0.6,Flood
6.9,80.2,2023-09,737.1,95.9,25.1,15.6,74.7,8.5,sandy,15.0,0.73,Warning
7.05,80.0,2023-09,551.0,96.5,25.6,17.2,74.6,7.6,clay,2.22,0.71,Warning
7.0,80.3,2025-03,168.2,98.9,25.5,10.6,223.5,30.2,loam,15.0,0.79,Landslide
7.125,80.175,2024-03,71.6,93.8,28.1,15.9,116.2,10.0,loam,3.92,0.76,Warning
7.05,79.85,2024-07,271.7,93.5,27.2,20.0,7.3,1.1,clay,11.8,0.56,Warning
7.125,80.35,2023-12,341.0,97.0,24.7,12.7,158.1,30.1,loam,9.82,0.84,Landslide
6.95,80.0,2024-08,369.5,96.2,26.3,16.6,15.8,1.9,clay,7.11,0.55,Warning
6.95,80.2,2025-05,299.0,98.2,26.1,12.9,66.3,6.2,loam,15.0,0.69,Warning
7.0,79.925,2024-11,381.6,96.9,25.7,14.9,3.0,2.2,clay,2.29,0.59,Flood
7.025,79.85,2024-02,43.2,91.8,27.6,17.5,24.8,3.0,clay,10.01,0.49,No Risk
6.975,80.15,2023-10,637.6,97.2,25.2,13.1,94.7,8.2,loam,14.94,0.77,Warning
6.95,80.1,2024-06,403.3,96.8,26.0,17.1,68.6,15.4,clay,14.21,0.7,Landslide
6.95,79.95,2024-09,383.1,96.3,26.5,17.5,10.8,0.5,clay,4.0,0.62,Warning
7.15,80.025,2023-05,231.4,96.8,26.8,14.6,44.0,2.2,loam,8.25,0.65,Warning
7.025,80.225,2025-03,170.4,98.5,25.9,11.5,137.7,19.0,sandy,8.78,0.82,Landslide
6.95,80.225,2023-12,481.4,98.3,25.4,11.4,67.0,14.3,loam,15.0,0.7,Warning
7.125,80.025,2023-01,112.9,90.5,25.1,16.8,86.7,12.3,loam,5.71,0.73,Warning
7.1,79.95,2025-02,36.3,95.6,27.1,14.9,26.6,4.4,sandy,9.55,0.44,Warning
6.95,80.025,2025-05,319.7,98.6,26.5,16.0,88.4,10.8,loam,8.69,0.7,Warning
7.0,79.9,2024-01,121.8,93.6,26.0,15.0,22.7,1.5,clay,4.0,0.63,Warning
7.1,80.175,2025-01,274.9,97.5,24.8,14.8,146.2,35.3,loam,2.78,0.8,Landslide
7.075,80.35,2024-02,27.9,94.5,25.6,12.7,222.8,24.9,loam,13.74,0.57,No Risk
6.95,79.875,2024-05,656.3,95.1,27.7,20.1,39.8,2.5,loam,2.78,0.64,Flood
6.925,80.025,2023-02,124.2,98.1,25.3,12.8,52.5,3.1,clay,11.02,0.6,Warning
6.925,80.275,2024-04,239.7,96.0,27.6,11.6,193.9,32.8,loam,15.0,0.85,Landslide
7.1,80.3,2023-02,112.4,96.0,24.2,12.3,227.7,27.9,loam,8.0,0.77,Landslide
7.15,80.0,2025-02,42.9,95.3,27.0,15.6,84.9,11.8,sandy,9.55,0.54,No Risk
6.9,80.225,2025-05,299.0,98.2,26.1,12.9,111.9,8.1,sandy,15.0,0.79,Warning
6.95,80.25,2024-03,95.3,93.0,27.2,14.6,182.1,27.5,sandy,15.0,0.78,Landslide
7.0,80.15,2024-11,499.0,98.3,25.1,14.1,147.0,20.3,sandy,12.41,0.77,Landslide
7.025,80.35,2025-02,49.7,96.2,24.8,11.6,168.9,24.2,sandy,15.0,0.65,Warning
7.125,80.15,2024-02,19.7,91.9,27.4,16.4,153.9,18.9,loam,2.99,0.58,No Risk
6.925,79.875,2024-12,118.6,94.2,26.6,13.6,16.7,1.3,loam,0.78,0.56,Flood
7.05,79.975,2023-07,254.6,95.5,26.6,18.0,7.1,1.2,clay,3.72,0.57,Warning
7.1,80.325,2024-06,405.7,95.7,25.8,16.6,154.6,24.9,loam,9.82,0.79,Landslide
6.9,80.175,2023-02,114.0,97.6,25.2,11.6,105.0,17.4,loam,15.0,0.79,Landslide
7.1,80.05,2025-04,261.9,98.0,26.6,12.4,41.6,6.9,loam,2.22,0.62,Flood
6.95,79.9,2023-02,67.3,95.1,25.6,15.8,20.5,4.8,loam,0.0,0.48,Warning
6.925,80.35,2023-06,401.0,95.7,24.6,11.3,196.5,16.3,sandy,15.0,0.78,Landslide
7.025,79.95,2023-11,482.4,99.8,25.4,10.2,14.2,1.5,clay,2.99,0.59,Flood
7.0,79.975,2024-08,308.4,96.0,26.4,16.8,9.0,0.5,clay,1.67,0.53,Flood
7.0,79.975,2024-03,136.8,96.7,28.2,14.9,9.0,0.5,clay,1.67,0.62,Flood
6.95,79.9,2024-05,656.3,95.1,27.7,20.1,20.5,4.8,loam,0.0,0.57,Flood
6.95,79.875,2023-10,550.6,96.8,25.6,14.7,39.8,2.5,loam,2.78,0.62,Flood
6.95,80.3,2024-02,42.6,94.3,26.7,12.2,238.9,30.8,sandy,15.0,0.67,No Risk
6.975,79.925,2023-08,110.9,93.0,27.0,19.9,14.6,0.6,clay,0.78,0.58,Flood
6.95,79.9,2024-06,355.6,93.5,27.1,21.2,20.5,4.8,loam,0.0,0.6,Flood
6.975,79.925,2024-06,330.0,93.5,27.0,21.4,14.6,0.6,clay,0.78,0.6,Flood
6.95,80.375,2023-10,742.6,96.9,22.9,11.8,212.6,38.0,loam,15.0,0.84,Landslide
7.1,80.375,2023-02,110.6,96.6,25.0,10.1,126.9,33.0,sandy,13.74,0.85,Landslide
7.025,80.075,2023-04,204.1,98.1,26.8,11.4,77.9,17.8,loam,6.71,0.67,Landslide
7.0,80.125,2025-05,326.0,98.4,26.2,15.3,32.7,2.6,clay,12.17,0.64,Warning
7.125,79.9,2025-02,34.1,91.8,27.3,17.9,29.0,5.3,clay,15.0,0.4,No Risk
6.95,80.175,2024-02,39.4,96.0,27.1,12.7,117.2,19.0,loam,15.0,0.61,No Risk
7.025,80.15,2024-02,42.8,94.5,27.5,14.3,108.4,8.3,loam,10.01,0.64,No Risk
6.925,80.325,2023-01,222.5,94.5,23.0,9.2,210.0,18.2,sandy,15.0,0.81,Landslide
7.0,80.175,2023-11,601.0,98.5,24.4,10.5,74.0,13.3,sandy,11.44,0.73,Warning
6.925,80.05,2025-05,319.7,98.6,26.5,16.0,82.3,7.8,loam,12.47,0.72,Warning
7.05,79.975,2023-09,551.0,96.5,25.6,17.2,7.1,1.2,clay,3.72,0.58,Warning
7.075,79.9,2024-02,42.3,91.2,27.7,17.8,28.5,5.2,clay,10.66,0.46,No Risk
7.1,80.25,2025-02,42.8,96.8,25.8,13.6,182.6,19.8,loam,4.0,0.69,No Risk
7.025,79.925,2024-11,382.9,96.9,25.7,15.2,7.6,1.0,clay,4.77,0.57,Warning
7.0,80.15,2023-04,218.2,97.2,26.6,11.7,147.0,20.3,sandy,12.41,0.79,Landslide
7.0,80.225,2023-05,234.3,95.5,26.4,12.5,93.3,10.0,sandy,11.44,0.74,Warning
6.975,80.2,2024-01,189.7,96.6,25.6,11.1,118.9,8.0,sandy,13.88,0.76,Warning
7.0,80.175,2024-04,200.0,96.4,27.2,12.8,74.0,13.3,sandy,11.44,0.72,Warning
6.975,80.15,2023-01,160.0,92.7,24.7,14.4,94.7,8.2,loam,14.94,0.76,Warning
7.125,79.925,2023-01,122.5,90.8,25.1,16.6,3.0,1.9,clay,13.44,0.55,Warning
7.1,79.975,2024-03,83.2,96.9,28.2,15.1,4.1,2.0,clay,7.47,0.51,Warning
7.0,79.875,2024-03,93.8,95.0,28.0,16.4,36.2,4.8,loam,6.21,0.6,Warning
7.125,80.225,2024-10,454.0,96.0,24.3,13.7,101.5,18.6,clay,0.78,0.69,Landslide
6.925,80.175,2024-04,193.3,96.3,27.9,13.3,65.1,18.1,loam,15.0,0.67,Landslide
7.075,80.3,2025-02,60.2,97.2,25.8,12.7,99.1,6.7,loam,9.88,0.62,Warning
7.05,79.9,2024-02,42.6,91.3,27.6,17.7,18.4,1.2,clay,8.45,0.42,No Risk
7.1,80.0,2024-03,83.2,96.9,28.2,15.1,72.7,8.6,loam,5.98,0.68,Warning
7.075,80.1,2025-03,178.8,97.8,26.2,12.1,32.2,3.5,clay,3.55,0.62,Warning
7.075,80.225,2025-05,303.7,98.0,25.1,13.5,87.8,9.6,sandy,3.92,0.72,Warning
6.95,80.25,2024-04,239.7,96.0,27.0,11.6,182.1,27.5,sandy,15.0,0.82,Landslide
7.0,80.325,2025-05,347.8,98.9,24.7,11.9,237.4,27.0,sandy,15.0,0.81,Landslide
6.9,80.025,2025-05,319.7,98.6,26.5,16.0,77.1,15.8,sandy,13.24,0.67,Landslide
7.15,80.0,2024-04,210.0,98.4,28.1,12.8,84.9,11.8,sandy,9.55,0.71,Warning
7.0,80.3,2023-07,401.1,94.6,25.5,14.0,223.5,30.2,loam,15.0,0.81,Landslide
7.125,80.05,2023-10,597.0,98.2,25.3,12.8,50.3,6.3,loam,4.33,0.61,Warning
7.05,80.1,2024-02,26.5,91.3,27.7,16.2,43.6,5.2,clay,5.98,0.44,No Risk
6.975,80.075,2024-02,36.5,93.8,27.7,15.0,57.2,4.9,clay,10.32,0.53,No Risk
6.9,80.2,2024-02,39.3,96.2,27.1,12.7,74.7,8.5,sandy,15.0,0.57,No Risk
7.125,80.125,2025-02,35.6,95.1,26.5,15.7,79.8,17.8,sandy,1.76,0.56,No Risk
6.975,80.175,2025-03,170.4,98.5,25.9,11.5,78.0,16.1,sandy,14.15,0.73,Landslide
6.925,79.85,2024-06,354.5,93.5,26.9,21.2,24.7,3.2,clay,2.29,0.58,Flood
6.95,80.05,2023-08,160.2,96.9,26.4,17.2,79.7,18.7,loam,10.23,0.69,Landslide
6.9,80.025,2024-02,38.5,96.1,27.3,13.1,77.1,15.8,sandy,13.24,0.6,No Risk
7.125,80.225,2024-02,22.2,92.4,26.1,15.9,101.5,18.6,clay,0.78,0.63,No Risk
6.975,80.15,2023-02,120.6,97.0,25.4,12.3,94.7,8.2,loam,14.94,0.78,Warning
7.075,80.325,2024-02,27.5,94.5,25.7,12.9,99.7,18.4,sandy,11.88,0.53,No Risk
7.125,79.85,2023-02,96.0,94.3,25.7,16.7,6.1,0.5,clay,15.0,0.51,Warning
6.925,79.9,2025-05,276.4,94.1,27.7,18.1,11.6,0.4,clay,2.78,0.54,Flood
6.925,80.05,2024-12,199.0,98.2,25.6,12.5,82.3,7.8,loam,12.47,0.67,Warning
6.9,80.3,2024-02,42.8,94.1,25.7,12.0,186.2,18.2,sandy,15.0,0.59,No Risk
6.95,80.325,2024-12,177.7,98.1,24.7,11.0,174.0,30.3,sandy,15.0,0.83,Landslide
7.075,79.85,2023-01,101.0,90.3,25.2,18.3,25.8,2.4,loam,13.79,0.63,Warning
7.05,79.9,2024-08,275.8,92.6,26.7,20.0,18.4,1.2,clay,8.45,0.57,Warning
6.9,80.125,2023-06,341.0,97.5,25.8,14.8,76.5,15.5,sandy,15.0,0.71,Landslide
6.925,80.325,2025-03,204.4,98.3,24.4,9.8,210.0,18.2,sandy,15.0,0.78,Landslide
6.95,80.3,2024-02,42.0,94.4,26.6,12.2,238.9,30.8,sandy,15.0,0.67,No Risk
6.9,79.85,2024-01,139.0,94.3,26.0,14.3,8.8,0.6,clay,3.14,0.54,Flood
7.1,80.025,2023-04,195.4,97.9,27.0,12.1,59.1,4.2,loam,3.55,0.64,Warning
6.925,80.25,2025-04,378.4,99.1,25.5,10.6,228.8,33.0,sandy,15.0,0.83,Landslide
7.125,80.05,2024-02,29.1,91.2,28.1,17.1,50.3,6.3,loam,4.33,0.47,No Risk
7.0,80.0,2024-02,31.9,93.4,27.8,15.6,74.6,6.2,clay,2.48,0.54,No Risk
7.025,80.15,2024-02,42.8,94.5,27.6,14.3,108.4,8.3,loam,10.01,0.64,No Risk
7.0,79.95,2023-03,166.0,97.7,26.3,11.5,31.8,5.9,clay,1.11,0.57,Flood
6.9,80.025,2023-06,360.3,98.4,25.9,15.7,77.1,15.8,sandy,13.24,0.68,Landslide
7.0,80.05,2023-12,447.4,98.2,25.7,12.8,33.9,6.9,sandy,6.47,0.6,Warning
7.0,80.1,2025-02,45.7,96.4,26.3,14.2,29.7,6.4,loam,10.47,0.52,Warning
6.925,79.975,2024-04,224.9,98.5,27.9,12.7,9.3,0.8,clay,7.89,0.64,Warning
7.125,80.175,2025-02,42.3,96.0,26.0,14.6,116.2,10.0,loam,3.92,0.59,No Risk
6.925,79.925,2023-10,564.4,96.6,25.6,14.8,31.7,5.7,loam,3.92,0.59,Warning
7.125,79.975,2023-02,112.1,94.2,25.8,14.0,15.6,2.2,loam,9.71,0.6,Warning
7.025,79.95,2023-12,415.3,98.2,25.8,13.5,14.2,1.5,clay,2.99,0.56,Flood
6.925,80.3,2024-03,95.3,93.0,27.9,14.6,197.1,18.5,loam,15.0,0.74,Landslide
7.05,80.3,2024-12,148.6,97.6,25.0,11.2,128.7,31.4,loam,11.8,0.8,Landslide
7.075,80.325,2023-11,776.4,98.5,24.0,9.8,99.7,18.4,sandy,11.88,0.77,Landslide
6.95,80.325,2023-05,302.9,94.6,25.8,11.8,174.0,30.3,sandy,15.0,0.79,Landslide
6.975,79.95,2023-01,104.8,91.5,25.2,15.1,19.8,1.1,clay,2.29,0.57,Flood
7.1,80.275,2024-12,148.6,97.7,25.7,11.2,138.0,32.2,loam,6.0,0.74,Landslide
6.9,79.85,2023-04,130.3,95.3,27.4,13.6,8.8,0.6,clay,3.14,0.58,Flood
7.025,80.375,2023-01,193.5,94.0,23.0,9.9,119.5,13.0,loam,15.0,0.74,Warning
6.9,80.0,2025-01,322.1,97.8,25.3,12.1,64.3,14.6,loam,11.8,0.69,Warning
7.125,80.075,2025-02,36.3,95.1,26.6,15.7,72.3,12.6,loam,2.83,0.46,No Risk
7.075,80.2,2024-08,344.1,95.2,25.7,15.7,99.7,13.8,loam,2.77,0.72,Warning
6.925,80.225,2025-01,290.5,99.0,24.8,9.7,132.0,36.4,loam,15.0,0.81,Landslide
6.9,80.3,2025-03,163.9,98.9,24.7,10.7,186.2,18.2,sandy,15.0,0.78,Landslide
6.975,79.85,2024-02,43.5,92.0,27.7,17.7,9.5,0.5,clay,6.21,0.38,No Risk
7.025,80.35,2024-01,291.5,95.1,24.3,8.8,168.9,24.2,sandy,15.0,0.83,Landslide
7.125,80.375,2025-02,27.7,96.7,25.4,13.1,175.1,24.7,sandy,11.88,0.64,No Risk
6.9,79.85,2024-01,145.2,94.3,26.0,13.9,8.8,0.6,clay,3.14,0.54,Flood
6.9,79.875,2023-03,151.3,95.9,26.4,13.0,17.2,0.3,clay,2.29,0.61,Flood
6.975,80.175,2024-12,155.3,97.8,25.3,12.2,78.0,16.1,sandy,14.15,0.63,Landslide
6.9,80.275,2024-02,42.9,94.3,26.7,12.0,132.8,33.3,sandy,15.0,0.59,No Risk
7.125,80.0,2023-12,396.8,97.1,25.8,14.6,61.0,15.4,loam,7.47,0.64,Landslide
7.125,80.275,2024-01,182.0,95.5,25.3,12.6,199.1,34.9,sandy,4.23,0.78,Landslide
7.125,80.05,2024-02,29.5,91.3,28.2,17.0,50.3,6.3,loam,4.33,0.47,No Risk
7.15,79.9,2024-02,26.4,90.4,27.8,18.1,7.8,0.8,clay,15.0,0.41,No Risk
6.95,79.875,2023-08,138.9,92.7,27.1,20.0,39.8,2.5,loam,2.78,0.65,Flood
6.975,79.975,2023-10,633.0,98.3,25.4,13.0,17.0,0.8,loam,3.24,0.6,Flood
6.9,80.375,2023-08,188.7,93.9,24.9,13.8,172.8,22.7,sandy,15.0,0.81,Landslide
6.925,80.25,2024-05,858.9,96.7,26.5,13.5,228.8,33.0,sandy,15.0,0.78,Landslide
6.925,80.1,2023-10,624.0,97.0,25.1,13.2,54.2,8.0,loam,15.0,0.66,Warning
7.1,80.35,2023-01,98.9,92.4,24.6,13.3,104.3,12.9,sandy,12.01,0.79,Warning
7.0,79.85,2024-09,304.0,93.0,27.1,20.5,13.7,1.6,loam,7.85,0.64,Warning
6.9,80.375,2024-02,61.8,92.0,25.2,10.8,172.8,22.7,sandy,15.0,0.71,Landslide
6.95,79.875,2023-08,144.8,92.8,27.0,19.7,39.8,2.5,loam,2.78,0.65,Flood
7.025,79.95,2023-10,631.5,98.3,25.4,12.9,14.2,1.5,clay,2.99,0.59,Flood
7.025,80.175,2023-04,163.6,96.7,26.5,11.1,132.6,16.4,loam,8.78,0.84,Landslide
7.05,80.25,2024-12,148.6,97.7,25.7,11.2,124.2,29.2,loam,7.85,0.82,Landslide
6.95,79.875,2024-04,159.4,95.9,28.1,14.5,39.8,2.5,loam,2.78,0.64,Flood
7.05,80.125,2024-12,142.8,97.5,25.4,13.1,34.8,4.8,clay,7.47,0.62,Warning
7.0,79.95,2024-08,310.7,95.9,26.5,17.1,31.8,5.9,clay,1.11,0.57,Flood
6.9,80.075,2024-02,38.8,96.0,27.3,13.1,48.0,3.8,clay,15.0,0.48,No Risk
7.05,79.9,2025-01,269.5,94.8,25.5,16.5,18.4,1.2,clay,8.45,0.57,Warning
6.975,80.075,2025-03,198.0,98.2,26.4,11.3,57.2,4.9,clay,10.32,0.7,Warning
6.925,80.3,2023-01,187.1,96.1,24.0,10.5,197.1,18.5,loam,15.0,0.76,Landslide
7.075,80.125,2024-06,393.4,96.6,26.1,17.0,86.3,10.8,sandy,5.27,0.75,Warning
6.95,79.9,2023-12,417.6,96.4,25.9,14.8,20.5,4.8,loam,0.0,0.63,Flood
7.15,79.9,2024-02,26.6,90.4,27.8,18.0,7.8,0.8,clay,15.0,0.41,No Risk
7.1,80.075,2024-02,27.6,91.4,28.1,16.6,92.3,13.0,clay,0.55,0.58,No Risk
7.125,79.975,2024-02,23.8,92.3,28.0,16.4,15.6,2.2,loam,9.71,0.41,Warning
6.9,80.25,2024-03,95.3,93.0,27.9,14.6,113.0,8.2,sandy,15.0,0.82,Warning
6.95,79.9,2024-07,316.0,93.6,27.2,19.0,20.5,4.8,loam,0.0,0.62,Flood
7.15,79.875,2024-07,257.9,93.1,27.1,20.2,5.4,2.0,loam,15.0,0.59,Warning
7.075,80.2,2025-03,205.9,97.8,25.9,11.6,99.7,13.8,loam,2.77,0.73,Warning
7.0,79.925,2023-09,545.4,95.2,26.0,19.9,3.0,2.2,clay,2.29,0.58,Flood
7.025,80.0,2024-02,32.5,93.5,27.7,15.6,75.1,17.7,clay,1.24,0.56,No Risk
7.15,79.85,2023-10,431.7,96.5,25.6,14.7,3.2,1.5,clay,15.0,0.54,Warning
